Transaction date,Transaction ID,Merchant name,Payment ref ID / Check No,Description,Debit amount,Credit amount,Balance
2025-05-03,TXN101012,Gordon Food Service,REF-0061UE,Food inventory,411.83,0.0,561200.93
2025-05-03,TXN101013,Utilities Co.,,Utilities,0.0,304.62,561505.55
2025-05-04,TXN101014,Coca-Cola,,Beverage restock,0.0,1517.16,563022.71
2025-05-04,TXN101015,Local Farm Co-op,,Food inventory,0.0,1158.1,564180.81
2025-05-04,TXN101016,US Foods,REF-7234cO,Beverage restock,440.16,0.0,563740.65
2025-05-05,TXN101017,Amazon,,Online supplies,0.0,606.84,564347.49
2025-05-06,TXN101018,US Foods,,Food inventory,0.0,632.93,564980.42
2025-05-06,TXN101019,Square,,POS sale,0.0,544.61,565525.03
2025-05-06,TXN101020,Payroll,,Payroll,0.0,756.72,566281.75
2025-05-06,TXN101021,Utilities Co.,,Utilities,0.0,405.7,566687.45
2025-05-06,TXN101022,Kitchen Depot,,Maintenance,0.0,462.17,567149.62
2025-05-06,TXN101023,Kitchen Depot,REF-5715bQ,Equipment purchase,103.18,0.0,567046.44
2025-05-06,TXN101024,Stripe,,POS sale,0.0,1137.47,568183.91
2025-05-07,TXN101025,Utilities Co.,,Utilities,0.0,445.75,568629.66
2025-05-07,TXN101026,US Foods,,Food inventory,0.0,903.04,569532.7
2025-05-08,TXN101027,PepsiCo,REF-2163xF,Beverage restock,398.35,0.0,569134.35
2025-05-08,TXN101028,Coca-Cola,,Beverage restock,0.0,1598.37,570732.72
2025-05-08,TXN101029,Payroll,,Payroll,0.0,1012.38,571745.1
2025-05-08,TXN101030,Rent,REF-3383vQ,Monthly rent,312.3,0.0,571432.8
2025-05-09,TXN101031,Square,,Customer payment,0.0,670.1,572102.9
2025-05-10,TXN101032,Costco,,Food inventory,0.0,606.26,572709.16
2025-05-10,TXN101033,Walmart,,Online supplies,0.0,1159.54,573868.7
2025-05-10,TXN101034,Coca-Cola,,Beverage restock,0.0,455.42,574324.12
2025-05-11,TXN101035,Rent,,Monthly rent,189.31,0.0,574134.81
2025-05-11,TXN101036,Sysco,,Food inventory,0.0,735.4,574870.21
2025-05-11,TXN101037,PepsiCo,REF-1633pf,Beverage restock,414.79,0.0,574455.42
2025-05-12,TXN101038,PepsiCo,,Beverage restock,0.0,451.25,574906.67
2025-05-12,TXN101039,Bakery Supply Co.,,Baking supplies,0.0,1598.66,576505.33
2025-05-12,TXN101040,Gordon Food Service,,Food inventory,0.0,542.08,577047.41
2025-05-13,TXN101041,Walmart,,Food inventory,0.0,1504.73,578552.14
2025-05-13,TXN101042,Costco,,Online supplies,0.0,1272.26,579824.4
2025-05-13,TXN101043,Costco,REF-6813wl,Online supplies,126.88,0.0,579697.52
2025-05-14,TXN101044,Walmart,,Food inventory,0.0,841.4,580538.92
2025-05-14,TXN101045,Gordon Food Service,,Food inventory,0.0,1138.31,581677.23
2025-05-14,TXN101046,US Foods,,Beverage restock,0.0,434.24,582111.47
2025-05-14,TXN101047,Gordon Food Service,,Food inventory,0.0,325.52,582436.99
2025-05-15,TXN101048,Payroll,,Payroll,0.0,1530.63,583967.62
2025-05-15,TXN101049,Payroll,,Payroll,42.51,0.0,583925.11
2025-05-15,TXN101050,Utilities Co.,REF-5043um,Utilities,327.27,0.0,583597.84
2025-05-15,TXN101051,Local Butcher,,Meat purchase,0.0,1392.59,584990.43
2025-05-15,TXN101052,Chase Bank,,Banking fee,0.0,1134.42,586124.85
2025-05-16,TXN101053,Utilities Co.,,Utilities,0.0,1032.86,587157.71
2025-05-17,TXN101054,Bakery Supply Co.,,Baking supplies,0.0,978.79,588136.5
2025-05-17,TXN101055,Sysco,,Beverage restock,0.0,522.74,588659.24
2025-05-17,TXN101056,Walmart,,Online supplies,0.0,1442.91,590102.15
2025-05-17,TXN101057,Coca-Cola,,Beverage restock,0.0,1131.06,591233.21
2025-05-17,TXN101058,Walmart,REF-9300HX,Online supplies,340.6,0.0,590892.61
2025-05-18,TXN101059,Chase Bank,,Banking fee,0.0,874.86,591767.47
2025-05-18,TXN101060,Local Farm Co-op,,Beverage restock,0.0,827.17,592594.64
2025-05-18,TXN101061,Sysco,,Beverage restock,0.0,566.22,593160.86
2025-05-18,TXN101062,Kitchen Depot,REF-9491Gd,Maintenance,487.93,0.0,592672.93
2025-05-18,TXN101063,Kitchen Depot,,Maintenance,0.0,482.42,593155.35
2025-05-19,TXN101064,Local Farm Co-op,,Food inventory,0.0,1020.81,594176.16
2025-05-20,TXN101065,Kitchen Depot,,Equipment purchase,0.0,1088.49,595264.65
2025-05-20,TXN101066,Payroll,,Payroll,0.0,771.38,596036.03
2025-05-20,TXN101067,Local Butcher,,Meat purchase,0.0,615.99,596652.02
2025-05-21,TXN101068,Amazon,,Online supplies,0.0,1461.24,598113.26
2025-05-21,TXN101069,Bakery Supply Co.,,Food inventory,0.0,1213.18,599326.44
2025-05-21,TXN101070,Costco,REF-5417TX,Food inventory,379.8,0.0,598946.64
2025-05-22,TXN101071,Local Farm Co-op,,Beverage restock,0.0,1225.28,600171.92
2025-05-23,TXN101072,Walmart,,Food inventory,0.0,592.68,600764.6
2025-05-24,TXN101073,Gordon Food Service,,Food inventory,0.0,998.54,601763.14
2025-05-24,TXN101074,Sysco,,Food inventory,401.96,0.0,601361.18
2025-05-25,TXN101075,Square,,Customer payment,0.0,966.41,602327.59
2025-05-25,TXN101076,Square,,POS sale,0.0,1582.96,603910.55
2025-05-25,TXN101077,PepsiCo,,Beverage restock,213.05,0.0,603697.5
2025-05-25,TXN101078,Local Farm Co-op,REF-2920LA,Food inventory,304.63,0.0,603392.87
2025-05-25,TXN101079,Coca-Cola,,Beverage restock,0.0,760.93,604153.8
2025-05-26,TXN101080,Bakery Supply Co.,,Food inventory,20.34,0.0,604133.46
2025-05-26,TXN101081,Coca-Cola,,Beverage restock,0.0,348.52,604481.98
2025-05-26,TXN101082,Gordon Food Service,,Beverage restock,0.0,1134.44,605616.42
2025-05-27,TXN101083,Payroll,,Payroll,0.0,856.83,606473.25
2025-05-28,TXN101084,Local Farm Co-op,,Beverage restock,221.18,0.0,606252.07
2025-05-28,TXN101085,Bakery Supply Co.,,Food inventory,0.0,1422.95,607675.02
2025-05-28,TXN101086,Utilities Co.,REF-1243Yi,Utilities,62.73,0.0,607612.29
2025-05-29,TXN101087,Sysco,,Food inventory,0.0,1080.39,608692.68
2025-05-29,TXN101088,Local Butcher,,Food inventory,0.0,1329.67,610022.35
2025-05-30,TXN101089,Costco,,Online supplies,0.0,1405.2,611427.55
2025-05-30,TXN101090,Local Farm Co-op,,Beverage restock,475.69,0.0,610951.86
2025-05-30,TXN101091,PepsiCo,REF-7693GQ,Beverage restock,169.05,0.0,610782.81
2025-05-30,TXN101092,Payroll,REF-2823Bw,Payroll,28.48,0.0,610754.33
2025-05-31,TXN101093,Coca-Cola,REF-7789yQ,Beverage restock,418.52,0.0,610335.81
2025-05-31,TXN101094,Stripe,,POS sale,0.0,1375.79,611711.6
